old_sha	new_sha	subject
688a0de302633dbe19dc1f1d35ab310ea9461ef7	e40df8d449f99fc9e5cc9413ff5632508dc37002	refactor: route storeOriginal through fsutil.WriteFileAtomic (iss-79)
9a33a2ffb67ca34be97da602641df1b5efe3b8ec	1c14e1a06ad710c826852f1e467498143ff54778	chore(ledger): resolve iss-79; file iss-82 (review finding)
1075bf245dc30cb240229471b1d344ba7fee83f8	91df94f4bb5352bd4138f07228fb9c2f7c9447e1	Merge pull request #51 from REPPL/fix/iss-79-storeoriginal-inline-atomic-write
1979bf64f0435ccf974f935ceb5f1659d03420e7	1f040fb6179092caffc75f8430b6454c2511c4b3	fix: relocate memory-lint + scanner runtime output out of .abcd/logbook (iss-73)
2c3d32fa2645bcb98574c59980a2e6692d0e1e7c	663853c1a3a925f7cd7686af852feaa9b7f8e735	chore(ledger): resolve iss-73 (logbook relocation)
069e62e477c9ea644fe3f6a5767655562d827b48	6ea2d02898af0f6b4c1d7658851e153ba85689c9	Merge pull request #52 from REPPL/fix/iss-73-relocate-logbook-output
bad7c9c5bb1b870d45d57f0f080b71d7b53d78ae	c902a0c7bf32b142e4a8795f680f661211fc1da3	docs: add facilitator-default-thinker-optional principle
cc055c9a997909a683be997d97a3aaf710802f30	35f7da36d285c5b192f8001ae8f638b52d420192	docs: record the scoped auto-merge decision + link it from itd-29
f5c80fe69188336700e246a4a19d56016b512c14	949f26927b4e55ee9a4d9639d87a0ea10f9af56a	Merge pull request #53 from REPPL/docs/auto-merge-record-groundwork
00b934aca037052551f4d0972d69acafa8459eab	7ce354ed78d32f80528f082ef48d25c380d7b9dc	docs: capture itd-84 (intent-decomposition discipline, draft) + SOTA note
4dff7706bf5929d9aa1e7742facc35aeb3f22aa5	09684b7582ac9c8eb0967680be29a9cf7448f271	Merge pull request #54 from REPPL/docs/itd-84-intent-decomposition
546371f82a89e43b35b908e4e2da13e9d5080d55	76a798e168a2e155d8b0b4329735fbd4aed7667d	chore(ledger): renumber duplicate iss-80 -> iss-83
af807113410c59533373005fd274653425988322	bed1d3aa37f22ef1101b6b5ef6e5fac11fcab0c3	chore(ledger): renumber duplicate iss-56 and iss-57
1f23b8ddd78425af9a957527bf05c00dccab1302	b38678810fd6c4cc25adeed887ce12c81126868d	Merge pull request #55 from REPPL/chore/renumber-dup-iss-80
de044a98dd6e8750affe1f719d9443c9aa631400	a6fdcedcd5b4a0825c1609c2de289130f8fd0a06	docs: de-stale intent row and scope-note spec/rules surfaces
b1290b5be738161a54caf1fd90b93e4c2c3e4338	ef89066ee15b69983a5ad823b548ca0aca63dded	Merge pull request #56 from REPPL/docs/brief-surface-scope-notes
35e1a57678491ecce89994d243e3d9fd88b4cce1	efa927e950981ce04ab5662276154b836f8884e1	chore(ledger): capture seven onboarding findings from Manuscripts dogfood
e70a16d2567e6244724c5526241fd192dcb724a6	4c1a332254f3b6621e4ceccb24b89daa45dc71c8	Merge pull request #57 from REPPL/chore/capture-manuscripts-dogfood
26fe20240e656cc43b66033bad222fe6c3b47203	50f378eb8be3ac20480d535276c787fb79a056c6	docs: plan and formalise the abcd audit verb (itd-85, iss-86)
19ecf4396d4bddd6c6cb688bbe03f065720472c5	4970fdce434175085596240c437c185f9fe9405a	Merge pull request #58 from REPPL/plan/abcd-audit-verb
4eed8dc84b04209424469c15971b4b5a07aca649	75f190b58460b89024e54f03fec5a5cf21e804e8	feat: add path-presence and gitignore primitives for abcd audit
78c69c81825b9f32d7578e97fdfadbe1ad4b0abe	4805c479697d770614b67b2f3bedcc2b6f73fce0	refactor: route launch and lint through the shared path primitives
a532aa1b31f2f7ce88973d74cd4c4ace4c54a39e	e4217d2bf689de2be1213f2261609c6f3b4bea28	chore(record): M1 decisions + journal for itd-85 path primitives
5da4d29221dc593bfc858fd86228e82f1f53ce32	28cf71276b57c72dfad141c934cd018818de5f7c	Merge pull request #59 from REPPL/feat/itd-85-path-primitives
6ee690142104817c23b58b90acc1cf0d4664d8ea	64f7876c164039ba483836bca8a647a6463a226f	feat: rule engine + serializer seam for abcd audit (itd-85 M2)
be7190b4d9f5ca163e4292c073c81ec48ea809c0	cc3992eb8ef73fca71bf790f9ec9a48f2df30bf4	fix: fail closed on a finding with an unrecognised severity
922b6ae16eafc131d712cedb13cf60905b85cf78	2b8652a7bd78f5c02884dd3749d47e16f54eea19	chore(record): M2 decisions + journal for itd-85 rule engine
3684df69e6bf2d8236ffe66c1a5d805f18bd8079	b6ef2caca7d31826851fb000abab6afa44f9397a	Merge pull request #60 from REPPL/feat/itd-85-rule-engine
6719c36cec22070b9fbd2d199546a01b256a9399	6b8f5c18c65316caf5d6e5fcd5dbaa3e86e4b01c	feat: add InRepo and TrackedFiles git helpers for audit rules
5982feecc6f3ba1e86cb9ad7b818890d0e5954f3	ebde2ec3582975bd1c0878bbee928e08eae944af	feat: the five v1 conformance rules for abcd audit (itd-85 M3)
7dcd78a89dd7ad68f064759e82ee0bc9b29e45f3	83c59600b825ebfceb01091d6b11d9fb524402a8	fix: contain privacy-hygiene file reads to the repo root
d75beb248257bb850b2254d53d74c0364d3c30a4	1414f6140f2fea840da4a602acb26099ba0f1325	chore(record): M3 decisions + journal for itd-85 v1 rules
6135e70d7eda6fcede59e922f27a097db98aff21	8d819e340828dbdfc2469f56abe5624cccefb772	Merge pull request #61 from REPPL/feat/itd-85-v1-rules
3097485337d2973fcf4ff8451be7d511711480cb	7d6510e74625476daf3377abf855422bdbdf8128	feat: wire the read-only `abcd audit` CLI verb (itd-85 M4)
71b702276782d7a018467430cb8b7a1ab77862b8	26f732c255428b34041c6ff1f8c92516f88d4cf3	Merge pull request #62 from REPPL/feat/itd-85-cli-verb
909afe22a3bbcc12c72d221f56218d35cde1c0a1	6947945e10a60b54467df1ce9117ca7d363beea1	feat: ship the /abcd:audit plugin surface + registry row (itd-85 M5)
5574a72d4ce29b16ad9dd54d036cb9d8a5de9a3b	8bb0c44f99d0fce9ca932359dec0e72decb4aa32	Merge pull request #63 from REPPL/feat/itd-85-plugin-surface
2f1b78b8ef3577bd895d09bc9f4ee179f8154fd2	d7e6f8aea492ccef8160b2eadb8725fb89185e20	feat: wire prepare-this-repo onboarding to abcd audit (itd-85 M6)
61d7ede6752d5d690e902b19c80d8f205e2a5243	808c9bdd14143243799fa79773af5cece7be8979	docs: genericise the example path in isSystemPathSegment's comment
f5367cdec985c8eedb6aa796766832b3a2c54e06	719972f8efea9d08e0c5cd3a534435176b1979e8	Merge pull request #64 from REPPL/feat/itd-85-onboarding-wiring
d89aba474af587b522efb318af80184fe5af1534	ac2ce2e1c0d68ebf6600cedc7c70c5efa15b9e4f	docs: record the abcd audit verb (itd-85 M7)
514467babc664dcd5ac60577ccf4d8a0c9c02570	a009a506b43ed01ef6f9ad7197c73b0dca21b5e3	Merge pull request #65 from REPPL/feat/itd-85-record
038a5834bb0d73ee8a8bcd5c5011f6c62861ab1c	b8aeae7c5fb1272bfea1961b6c58d174125fe18c	fix: tighten three audit rules flagged by RepoPrompt review (itd-85)
7d4149520ed17011f5008e4feeb89783467231d0	3d6c47e54eec6fa0db425d5162c84299bb1fda52	fix: treat a path under a non-directory as absent in fsutil
a9b58cd13556a7515bd6dbd3b5b22412cb1acc42	80a44355f9707cb5a7b2a01a089229cb56cde3f2	Merge pull request #66 from REPPL/fix/itd-85-audit-review
77357a954e7ae74b300e0225338c9019d1db8773	e7393893fc048f36a5fda180ef37ce2b6adb51e1	chore(record): the ABCD sensemaking method, its principle, and itd-86/87
61cf985ae5197916282a79a8d7fcce479c2059c9	6f17fba5f3ea2ada1630f8eb699f28f6412279c2	Merge pull request #67 from REPPL/record/abcd-sensemaking-method
38eeb2a0c80f76d77ed27f7ec935759a17f1bd72	1ac0691c85ed942e2aa43527ee92fcfc955001a0	feat(record): the lifeboat becomes a coverage experiment (adr-35, itd-88/spc-3)
50c35c267dc2c1b8ba0d16e74805539b593c8657	792c3d9bf3294118d65f0bff5f377d7163fb9a53	Merge pull request #68 from REPPL/auto/itd-88-lifeboat-coverage-m0
007664cb0de8f0ea16f4891c3d659aa0e7918a9b	6670b643f664445ab49863aa5bbeb81c9d4df260	feat: capture session transcripts on SessionEnd (itd-89/spc-4, M1)
5459bd947d3c5b41ed4207c61d76422eb7d127ed	d6b8c8106a78e60ace5afbd436db6db7ea89b1c4	chore(record): iss-95 maintainer decision — make the not-installed case loud
192fb54be54a372978899faab69eabd2a70248de	655f523117ee55fb71e784924c2fb3a4cd655e1a	Merge pull request #69 from REPPL/auto/hook-session-end
e045b70da6d8e8e48dcbd15d2718c17cb92533e1	148571d2eca395ec2cf78165f962179349aa357d	feat: warn on session start when the transcript store is unbootstrapped (iss-95)
7d579d9fc5b701f664081b1e6215ff689dcca520	2dc811dc21a41af6c3ce15095feb71acd97839a8	chore(record): iss-97 — Detect's marker/config reads are unbounded (security review follow-up)
664ee8ff2e1f2af7c0ff4068e93d03289a3c5d6b	da626d4ced1f66ed2f916f87453293772dd346db	Merge pull request #70 from REPPL/auto/iss-95-session-start-notice
443f33e63d8276be777e6c8e807ba9f2d239a2fa	1c1c5fccde3f69a6768efe1396dfceb677ee52b3	feat(disembark): coverage-probe scaffolding — schema, orchestrator, verbs (itd-88/spc-3, M2)
d20701a57edaee13140ca3a23feb57cb9d17c577	56c468c6d51a16e2bea473913fe9bc6d1b4f988c	feat(disembark): tiered source adapters ground the coverage probe (itd-88/spc-3, M2)
c3c4a333ecf55230f6f64ae58133a18ab962c960	d22846a9f2d906b151ae4ef3e34fdd9c03184ab4	harden(disembark): fixes from the M2 adversarial review
981660b2258ae104ea9151e0558e92c3831398a6	2aecc1f7d182c971ac1e72ebfa510bfa636621dc	test(disembark): don't assert git-history grounding on the ambient repo
00c1d510d94239accba660d55da5d7596981f615	5270bea91813431d1cb071a90a0da0ad99f40598	Merge pull request #71 from REPPL/auto/itd-88-m2-probe-coverage
d57155808b5c5abee8f3c42f23e7e25c58a3dceb	5ed2aec9cc633b696fca5ee5919baf914ea4ce32	feat(disembark): widen dependency-manifest detection; record the M2 gate outcome
b1bbc4ec526d57bec221bd591b3aa2bf86d0a742	d682c854207f6ed2476adb828e5bb13098406239	Merge pull request #72 from REPPL/auto/itd-88-adapter-gaps
a5131fbd14fd3cba534a804f7bff7915ca0a78ef	88d2234984fe9aaf65e28a0b4eced20cf59e05de	harden(scanner): close secret-detection and redaction gaps from bug hunt
3c87eec0c2774f7eee63da19c44f21be31e1183e	4524b2f95b25d65aef25e0315fa9e1f2b9a59e82	harden(launch): close symlink bundle leaks from bug hunt
f0c5edd5c31f95b65e88054f3f3db9819d337bbc	c3f4c4f508366716ecf399da13e0ee7a67bf9f88	fix(ahoy): don't delete user .gitignore content on an orphan ABCD fence
1e00c59059edd29053b2ae02e9d34077aecf1b6a	8977536a788b62aafa8641609aba52249a6c06be	harden(cli): stop $HOME/username leaks in command-error output
3ca222808356a9e661fc5c5c696e1c137ac1edba	017f5314769e171027418dbfcaa54107062d1f17	docs(changelog): record the bug-hunt security and correctness fixes
d9580c7e863d8a9c22a3cf96aaa4c04f8f733404	98b47e19fca8ebc5fdc580d70449f6753576fc2d	Merge pull request #73 from REPPL/fix/bughunt-a54cecb5
481f27212b7c90ecbf0c00eaaaae52e8a738aebb	f2139896bd578a3176f8b13251cffb008b70274f	harden(gitutil): fix ignore inversion, env isolation, and error-swallowing
e7b1cec78143047e626b73e6e66d4ca666464ee1	778aed3b71ee00a5a1c7f57cc55bef8a3627969e	harden(scanner,fsutil,identity): masking, atomic-write and identity-gate fixes
58a37620cd9c4207816825548b5a2406d586b6fc	1c7242ed76db6e92af460f40daead45cb7b252a7	harden(launch): fail-closed gitignore probe, no-panic globs and pointers
f75ca075824008d4dea89497f011c043370acbf4	6cf0df8a16e92bc50d349be0c9406d2d270b1903	fix(ahoy): fenced-H1 marker, symlink gap, input validation, pin adoption
6ad2976759e2ee6dbb04af0061cf0bb84c1636a8	e169a4b2f2d7691c6ba309922371c4adb7e09b70	fix(capture): quote-aware inline lists, alloc overflow guard, orphan re-check
72651e38e2d729512d467bf09a7c307603ced488	231625a15f3cd61fed2b2cf5ac3c01ef8973a5e3	fix(rules): recall matching handles inflected and multi-word keywords
41aefd349509cfca0d5bf57d8b4ff975f5850c01	193b5a0d7f664508f3fc9b5d40c1c03452bf97a8	fix(frontmatter,intent,memory): delimiter agreement and YAML key quoting
12d0a696ca15609c77739087a6224933064935c2	6f0c17d25286f27a556d8497ad3f8db6dbec7135	fix(lint,audit,spec,history,lifeboat): false positives, fail-closed, id minting
033102acbe1451561c8ad62924cc561f432c9f80	b226e2624c37f341ccc322bf57b380ea00653d83	fix(cli): repo-root pii config, exit codes, and input validation
a35dfcef49c14d5ae10d180662c823bdfcb6e51c	5f3b072cd49377dfc23008bf4e7d3deef602fcf4	docs(changelog): record bug-hunt batch 2 (security + correctness fixes)
d2d87f0a9b8c4da5fa37aa73356e33865f7e2d47	3c6c60c77470597f9ff169464f141aac5d0ed033	Merge pull request #74 from REPPL/fix/bughunt-a54cecb5-part2
9395a0ea63c0d686108519555293ac7c64818e25	f60c77a5255e10af05872170f6198f5dcf663948	record(issues): three deferred bug-hunt findings (iss-101..103)
cb7295b70442e8d79a6baa3c203b9fa5d5d18ba7	88b5d50e18034360a1be0a2f6de2a468763a1001	Merge pull request #76 from REPPL/record/deferred-bughunt-issues
97df0c19e329fa46b163284a40a48994c1678755	7f4542d0688047d18ce0e51b55f7e44f4987247a	record(lifeboat): adr-36 + itd-90 — coverage blanks are a fillable lifecycle
51535107fc29f02a49a01de06dda3426774520f6	f9d392ace502f624af5478dd873c049534cbbdf3	Merge pull request #75 from REPPL/auto/itd-88-interview-lifecycle
0e9a6b7a42e65648936a727699fd61ccfaed8d30	4b5c523bd6b1d650abaac1f5b32bc20dfaf27e1b	feat(lifeboat): read-only plan spine + dry-run verb (itd-88 M3a)
e7884fd3805f5a2b69ea0102a5d3bec32f896062	4f84bc02917769d261c7cc587f20b87298c38f7b	Merge pull request #77 from REPPL/auto/itd-88-m3a-plan-spine
ec67bad0bbdf4e865c58d9273a520221c10fff61	6ca1ecf07e0d7dfd91809e276018975957fc260d	feat(lifeboat): disembark write path + /abcd:disembark surface (itd-88 M3b)
23bb11913eccd142e1cba7439222343d4c863a13	e15b9a49dd576acd6a0f03b4cbe635e0e2d41590	Merge pull request #78 from REPPL/auto/itd-88-m3b-write-path
281a2c80f15d5af5d97a422710c1f9c4db391be7	ace92074cff84a55054a081dee3619c22d67a055	docs(intent): AI-attribution preference selector at project setup (itd-91 draft)
3b7233d5096975bdb5c51b22a49a0b1b6786ff47	f67aede5b54bbdefed64e0cef8dfdbba16749ffe	Merge pull request #79 from REPPL/auto/itd-91-ai-attribution-preference
6f7d98edd91b53195e926bc0a0ed89be652c6630	390497c8e8fc4e5a009649105dee9263f7bd6736	feat(lifeboat): graveyard shared vocabulary — types, id grammar, tunables (itd-88 M4)
92ea86699900f115f9bfd0674a1d158fa1c720f9	7688fc171c1fa32b6d8f7b71b7c621552f3eb853	docs(record): spc-3 graveyard approach, CHANGELOG entry, surface-registry prose (itd-88 M4)
282fa22a4d5b1a1ea11e700d404825e268a0a0fe	459fcdad124d987f350773d4b6695f56da8ba627	feat(lifeboat): graveyard layer 2 — recorded abandonment (itd-88 M4)
157f38fccd8996b86b44fd53944ae2c8c6d6c882	a0227d3d3335fcf06383493407b45628d32b0de0	merge(lifeboat): graveyard layer 2 — recorded abandonment (itd-88 M4)
5b8933884d95a55f2b15f788dc71263ecbf50b57	186fa938be205b228fbe68f0916d372ad86d8ecc	feat(lifeboat): graveyard layer 3 — cite-or-be-dropped lessons validator + disembark graveyard verb (itd-88 M4)
a7ceb9efc1a89399b46dee3736e35c814dd65d45	21c5f99be03753e7453c94a48ef7762970d18cba	merge(lifeboat): graveyard layer 3 — lessons validator + disembark graveyard verb (itd-88 M4)
7b545bbf3647524b7609c71d2452740287672f1b	a9d44b6a7e21506984e8648898b60ce00fe34bae	feat(lifeboat): graveyard layer 1 — deterministic git archaeology (itd-88 M4)
0f212e34ea4df0155d4c1db276c47e39f47c53b3	618dbaa0b7e85024b8396ab8c524876319de6fa7	merge(lifeboat): graveyard layer 1 — deterministic git archaeology + plan hook (itd-88 M4)
bdccffb765a431709f4d364cbe067603e49259bc	eee54c21b4440ea65d4e419899ac3d61fcd6c135	feat(lifeboat): drop the buildAbandoned integration stub — layer 2 is real (itd-88 M4)
8bad3f55f4dece34497a626bb1e24c8f1b35ac56	f14aee5320f389420b7d0d32edda5ea0ad4ec97f	test(lifeboat): pack→ingest graveyard round-trip over one real fixture (itd-88 M4)
762a299753de5f1539f8ab483cc9e22a74a09fab	6af83ed14de970a5c68a46e6ec09ff0361d0de5f	fix(lifeboat): seven adversarial-review findings — fan-out bounds, seen-id ordering, locale pinning (itd-88 M4)
a0f767959ce96abf66c375a8f29d2f55f83ae5c6	b967f9bc6f472b8365bcaf922175e058e074dc61	fix(gitutil,test): git errors carry stderr; settle the cap-test object store (itd-88 M4)
dc0bbac43c2cade32ed3f38e964444ec18167f29	1c2ce90d348e01020beb2a34e159a3dc2744ca08	test(lifeboat): build the cap-test history with one git fast-import stream (itd-88 M4)
53affa238c30d3bbcf1fbaa7617a95585a935ee9	432989778f9c1db72a3f48b10da63317b6e64624	Merge pull request #80 from REPPL/auto/itd-88-m4-graveyard
89b29808dafe4bcb4a46d13f98715f444d788b2c	c914e7940f4e494b1f9a9ba17b2ac1fe9dd33a67	feat(lifeboat): embark shared vocabulary — conflicts, plan/result shapes, family tables (itd-88 M5)
6311afba5cbbe245322448b59cc1cbd6caf6b0b0	ac351a7c2889089483fbb36ac119375a3234fbe0	feat(lifeboat): pack carries specs; record-derived sub-manifest hash (itd-88 M5)
bba4cffbe88556ac60cdc7578d763a36e3b0a968	03c9f516ee1495f0c84fffd5df367ef47cf78240	docs(record): spc-3 embark approach, closure re-scope decision, CHANGELOG (itd-88 M5)
e53dc453a2588d7db1e5a6a933ba968d4467b28c	946edc664c54cee2bda550ecc5d844f3b3a71353	feat(lifeboat): embark probe/from — contained round-trip with bulk conflicts (itd-88 M5)
b594011eb6095a08eeb5049adeadfa45a9d2add6	558485eee9b249935094bceee42381745a881251	merge(lifeboat): embark core — probe/from, manifest verification, marker seam (itd-88 M5)
be0031633722707c56a64b7c5d573dd252807c9e	d50caea31ebd0afa9ccb4b2ee5b25d8b1ab01207	feat(cli): abcd embark probe/from + /abcd:embark surface (itd-88 M5)
bc4b1a165d5d2f83baf2a226f39def70b70ce717	ad1933fd5df0d48e7ebdc4261e0cf5a1ee5a9f0f	merge(cli): abcd embark probe/from + /abcd:embark surface (itd-88 M5)
96e00f35819c8d86a521359f439db84af0867810	a0cf78fc34c5713818f1526e9c79146b3dd0e162	fix(lifeboat): two adversarial-review findings — provenance-hash sanitisation, duplicate-target conflicts (itd-88 M5)
a099d5fc4319483da6be4b1e848be56309a1b86d	bd59dce1f2f09aa8a9031303fff72afdbc4adbe8	Merge pull request #81 from REPPL/auto/itd-88-m5-embark
23275b52756c51ab3f1d3e8c8dcee8a9769516cc	8ff95e5f64ec5d0e20f3917cfd2e54261c3e3dff	feat(lifeboat): synthesis shared vocabulary — schemas, citation grammar, oracle verdict enum (itd-88 M6)
efce3e413f5067d16b35748f4b0bfd21d80a6626	d9d33287fb8c9800c8944599f776b720688b7c4c	docs(agents): itd-5 prompt infrastructure for the four synthesis agents (itd-88 M6)
deb08d8924395fb00363949fbfc3011bac4ab2b9	002821cafbb9d4f01200e468b6bbd0e17b21585a	merge(agents): itd-5 prompt infrastructure for the four synthesis agents (itd-88 M6)
d09b3a1135ac38044f8c1333ec495aa3e6b47fd4	3f77a72433f6a4454797add5826b7a46955496a7	feat(lifeboat): lifeboat-oracle synthesis seam (itd-88 M6)
4b79e4bb0d825b4a6eb127f5b64d8e76c7ddfede	ef9b8871b0025ef25e16b529a757559e6c9f4a31	merge(lifeboat): lifeboat-oracle synthesis seam (itd-88 M6)
8f1ce7165496c8f2565438d4943be7513b6bdca1	a309cc4c60c80b5f9a2239fa589f3108ba7be072	feat(lifeboat): principles + press-release synthesis seams (itd-88 M6)
b17ffc9244a1596e55506e11dd94314cd0dc12e5	eb4780c7b5d6b5bdbf4db8c304647734a397bbdb	merge(lifeboat): principles + press-release synthesis seams (itd-88 M6)
f96bd5d3aa4aa3f52a32f179517f6d83fdaf683f	c0062f577ca594ca61c67bd96c914a965a68a291	merge(lifeboat): principles + press-release synthesis seams (itd-88 M6)
daddb6fae4a6c00049b62663c70ba8e5d95b34d6	3804799bf6a021d47fb335a78bc762b1e0e36b54	test(lifeboat): oracle re-run over the same lifeboat stays manifest-verified (itd-88 M6)
608ca3dd87c6594d51f067f4fc4f5d1279a1c5be	daff7629e7e2b3b3a4fc147340bb9ec876499675	docs(record): spc-3 synthesis approach, plan amendments, CHANGELOG, registry prose (itd-88 M6)
f750a1c29e2e885a2046aae9f6ced5fffafaa2ad	b32119a0ac6bb8893d2085e22033534ee48141cb	feat(cli): disembark principles/press-release/oracle + orchestration surface (itd-88 M6)
b5ad7df28b1827e185277989985159a72f1bc24d	1e19318d127ecf867ccffe38beb4e8f60fd4e214	merge(cli): disembark principles/press-release/oracle + orchestration surface (itd-88 M6)
06455f57194556c0a390c1902daf0be106e1b6f2	a5ef64d5634464f3a08136523d1ec92544a12079	fix(lifeboat): two adversarial-review findings — prose-Decision ADRs, self-referential citations (itd-88 M6)
ce4d552e55206dfdacedc655acde408befab00b6	3968f2f867df2577dd34cd661d17a6c6236d8dcc	Merge pull request #82 from REPPL/auto/itd-88-m6-synthesis
846a939172baa82dfc4730ed8beee56e04f63dcc	ed235d72c5c6f5eb335c28875d86ede8f39bdbf5	test: close the session-end AC coverage gaps (FIFO, cap, residual, stderr)
c3aeab7b08d0e8b9154bf47d70411f281ac5c72e	9d81ce5eac7f2392d5e439bdaa60649add74626f	docs: author the spc-4 body (approach, deviation, AC map)
8ade1cca0a7edbbab19b51ffb91416624affcf2f	9bae505ad24773a51484cf43e1c2d3281782b17d	docs: close spc-4 and ship itd-89 with an ingested 7/7 fidelity verdict
2194a924496887ef2bff9748537c31cabebe1773	910001a494544a5080a3bc6e077f1302284eb9cf	Merge pull request #83 from REPPL/auto/itd-89-spc4-closure
e5066fe50a341cf869f48af5f295a1cc1665a73f	5a2da05ed346bfece457f51d1973b9f7f01d6bdc	docs: land the planned-intent-drain run plan and burst-1 findings in the record
7933dc25ca501b9935b9fd22135894f47aea8ae8	78559754f76e3a2b93b3c6251e1cd1865364227f	feat: name the next step in the bare-ahoy folder report
4e44eec22dee3cb4ca2ab65ec37362f78fa822bf	3e6d936c0af502d69906ce53a88f3dd2a6427fae	docs: mint and close spc-5, shipping itd-40 with the verified AC record
18535915d6fe0a067e9a8388d0b10ad3e0a3898e	0d34711844d41963fef726e9bc6ec25f6cc5cccd	docs: record burst-2 findings F9-F13 and the delegation decisions
8c9057939d5d36722640129c13a33e25eb247202	029f3d42b44e9e457ae107a2601b57e8cc791240	docs: ingest the 5/5 fidelity verdict for itd-40 (receipt rcp-a3791f7dde2e)
4d98519d26af9937e1b6a8ff1f14b5ca6167ea30	9f4e7768258073f2091e7a4425a8055f5a537a41	docs: close the burst-2 M2 delegation log with the review outcomes
83344af7fdbeed61c1c9feb51aa332112affa959	24bc1211c4a67dfbfb287c9d19285ccb17db4c55	Merge pull request #84 from REPPL/auto/itd-40-folder-classification
6876718575aa6c02f60e71bb610e9579e8a9647d	db51b217386260cb91d2e04e356a6cd58bd80502	test: characterize capture list --open issue-field shape
d85a402f3feb72dbab6110ea85b81113afa32b2d	0b17ef884ae227115c2151765bd4ed2402a42abb	security: complete the trust-boundary hardening sweeps and record the bug-hunt playbook
0eb418c1acb376579f5c631c0c19ee0308320aa0	c3fd7f98757dc958996e79f351bbef1f9ea3e9e4	security: finish the env-inheritance sweep and guard the embark/pack reads (ultracode)
c87e848f82c587b31965b9824d6b680583504941	1f8aca9704c7a73faa639cd34cd90a02557379ef	Merge main into bug-hunt (resolve the run-findings add/add; keep main's superset)
69f76724e3b2003fc38bfcedd1b8dea3de532e0a	16a55ac2870a55efa16560a562e7d156022cf4ba	fix: give the retention test's setup commit a committer identity
aa692bcbef7972b4ccfbeb348cc16684f1d9e6ee	22c2f529ee26a78118363a2a3cd0f949889996dc	Merge pull request #85 from REPPL/bug-hunt
1e4123f211ce35dcec3b7e5b665f9498fc305710	a16be304d33d053a2a48cdad638dfb762e976c7f	Merge main into auto/itd-4-issue-capture (post-#85 base; no conflicts expected — worker was guarded off the touched capture functions)
67cd7e70878eb1e855999e7f0e739c7d92e27abc	8f443590f23d9489cbcdf4c38b27ba39bbe4f9e5	docs: mint spc-6 for itd-4 — record catch-up with the AC3 gap held open
89b7060bcd552530c47c369ff993a80e55853254	be4e33d32dd1b5938b2494bc991fd3fc7b4191b0	docs: correct the spc-6 ledger count (103, not 104)
d1747aa5b3f58daabd91821f7eae813c9c254328	b295c5974d006aa7c526291813f062d54c33b58b	Merge pull request #86 from REPPL/auto/itd-4-issue-capture
23c0e862bc3b1fffabbf5babb4eb7d89bcc2e6b4	38dfd25d7f663efaededb9717dc4cf9c9b761c7a	feat: add the GL002 forbidden-synonym lint gate
2a6e9cd16e1afbb93db971e2e98b128971c78f23	ebeb134aebbcd6c56c36a1cdfccfcf81a6a0f685	docs: sweep the residual epic noun to spec behind GL002
6c1a88a27cd96b9f77d8950c6a2b158e1c19d945	75ee052fcaec3ec6ae9280080bd081470015c7c0	docs: changelog the GL002 forbidden-synonym gate
a1e1467287bca718bab2ca61d5c1f222a52711d4	9e7107281834e40dcd42c224e9f98bbd3e6fa83a	fix: harden GL002 frontmatter skipping against a leading comment
a9329f8f2a877f7dbcff7f9ef81a030a9b954270	bdc0383ca53e8dc0644a13ea7f0cfe4e5c86a5da	feat: add the intent quoted-text create engine
c3d4d0a5a75c35ae0bcfc6b73487de8c157bfd81	8b611992d0447f9b6b7ab2f1784647d3b7dda830	feat: wire the intent quoted-text create path and decision rule
7289aa520d72c867de68205d8a2b87c7c05d8321	9dac54d6a7ae74d1fae39376f2a7c5ed027b7d27	docs: re-plumb promote to the create path and record the change
7dc46e6346a7e51105cde09dd9e9b83f507a274c	77e6812efc9d45c55e57eac3c5e0fd142684a128	docs: mint and close spc-7, shipping itd-46 with its adjudications on record
45c5cf79b16e390d90af8f89760723051dfc3ccf	5883376f2369d4e8c97c3518e00eb9923585c6c2	docs: ingest the 4-MET/1-CONCERN fidelity verdict for itd-46 (receipt rcp-69589b8b5103)
0a5123ee3285eeb0eda46f731f9a3bfc45652def	7bfc93a658116d079def70c6834d879cc9d71ba1	fix: repoint the three inbound itd-46 links broken by the shipped move
507b16ae4e18988b1dc4f15fd90b1a8cd4cfafa3	db5f3bcf6f97d0cf7b9fbd8900a4f6dabd3d2203	Merge pull request #87 from REPPL/auto/itd-46-intent-quoted-text-create
027f929260b8fb315ac5b913ac2fd5e6bf4cae00	efb89bf7d7611306081048abf00fcf7f671d89b2	Merge main into auto/itd-43-epic-to-spec (post-#87 base)
3165ca9cac6a0fc521a3fb176c527f1638c26267	37d0fab672f607be600fee0e1d77072b5cb9bacc	docs: mint spc-8 for itd-43 — GL002 detector-first record, AC3 held open
1aa53ae96011fad069244a84ef6acc51c5b86d8b	04b0d99deb691f21e4a45776cfa23f01d25d54f6	docs: ledger the GL002 inline-code masking false-positive edge (iss-106)
306c9d5742464d8c9d0bdfa3902f6119bfdb918f	f79752f6f860d5e32bc6deaf7c1da6dddc95e898	Merge pull request #88 from REPPL/auto/itd-43-epic-to-spec
859a397efa4696788b9ef65f26b6c68b7eb6f242	d60b7b593db32250e4fa33248d8db4e4e7c7a311	feat: adopt changelog-driven releases and roll v0.2.0 (adr-37)
